video_id,title,publish_date,duration_seconds,transcript_length,course_code,course_name,course_confidence,course_evidence,domain,domain_evidence,short_transcript_status,characters_per_second
02NyrrxEGqM,Day 5: Storyteller’s Toolkit Pt. III: Visual Storytelling & Realizing Vision; Part 4,2016-03-02,154,1861,20.219,Becoming the Next Bill Nye: Writing and Hosting the Educational Show,high,description:MIT 20.219,biology_medicine_neuroscience,department:20,likely_valid_short_video,12.084
02wEjlKtxKw,"13. Ion Implantation and Annealing - Physics of E Loss, Damage, Introduction to TED",2024-06-26,4309,67929,6.774,Physics of Microfabrication: Front End Processing,high,description:MIT 6.774,computer_science_ai_data,department:6,not_short,15.764
03bVGr-vYHQ,Causes and Consequences of Stochastic Gene Expression,2015-07-28,4842,57202,8.591J,Systems Biology,high,description:MIT 8.591J,physics,department:8,not_short,11.814
03CJMrAP4vc,Lesson 2: Part 3 - Cooking Instruction,2013-08-13,530,4242,unresolved,unresolved,unresolved,no_course_code_pattern,unresolved,no_domain_evidence,likely_valid_short_video,8.004
046HoQGN5F4,18. PK and NRP Synthases 4,2019-08-01,3244,36207,5.08J,Biological Chemistry II,high,description:MIT 5.08J,biology_medicine_neuroscience,keyword_score:1,not_short,11.161
047B4UrEaNw,Lecture 23: Expectation and Variance,2025-07-22,4697,51616,6.1200J,Mathematics for Computer Science,high,description:MIT 6.1200J,computer_science_ai_data,department:6,not_short,10.989
05DWB1NzozM,9.2.7 Sports Scheduling - Video 4: Logical Constraints,2018-12-13,330,3944,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,likely_valid_short_video,11.952
080BGpawP3I,22. Development 2,2014-01-15,2788,27668,7.013,Introductory Biology,high,description:MIT 7.013,biology_medicine_neuroscience,department:7,not_short,9.924
08Ih9GGB5-c,1.2.5 The Analytics Edge - Video 5: Example 4 - D2Hawkeye,2018-12-13,123,1466,15.071,The Analytics Edge,high,description:MIT 15.071,economics_business_management,department:15,likely_valid_short_video,11.919
09mb78oiPkA,"10. Introduction to Learning, Nearest Neighbors",2014-01-10,2996,35787,6.034,Artificial Intelligence,high,description:MIT 6.034,computer_science_ai_data,department:6,not_short,11.945
