retrieval_run_id,retrieval_method,question_id,first_relevant_rank,reciprocal_rank,chunks_to_full_coverage,top_10_chunk_ids_json,top_10_scores_json,top_10_relevant_flags_json
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-025,427,0.00234192,427,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:8"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:10"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:0"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""FlGjISF3l78:semantic_cosine_wp240_v1:19"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2"",""FlGjISF3l78:semantic_cosine_wp240_v1:9""]","[23.91604899,16.81064427,14.66591669,14.18635414,13.87615804,13.41353661,12.93136846,12.89923127,12.24188198,11.93312186]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-025,37,0.027027027,37,"[""FlGjISF3l78:semantic_cosine_wp240_v1:1"",""FlGjISF3l78:semantic_cosine_wp240_v1:8"",""FlGjISF3l78:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""FlGjISF3l78:semantic_cosine_wp240_v1:66"",""FlGjISF3l78:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""FlGjISF3l78:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:2""]","[0.03278689,0.03001792,0.0297619,0.02946912,0.02871795,0.02830941,0.02797203,0.02782012,0.0275836,0.02683843]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-026,1,1.0,4,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:67"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:5"",""7lQXYl_L28w:semantic_cosine_wp240_v1:20"",""7lQXYl_L28w:semantic_cosine_wp240_v1:84"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:34""]","[0.61201906,0.55648112,0.51597357,0.51572359,0.50604159,0.50445247,0.48538429,0.48414055,0.48125839,0.47792405]","[true,false,false,true,false,false,false,false,true,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-026,4,0.25,36,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:4"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""RvRKT-jXvko:semantic_cosine_wp240_v1:32"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""7lQXYl_L28w:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:42"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:2"",""7lQXYl_L28w:semantic_cosine_wp240_v1:14""]","[14.7041534,12.66085856,12.61928007,11.84807363,11.07983425,10.15605384,10.06808073,9.8557254,9.56968796,9.45585875]","[false,false,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-026,1,1.0,10,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:8"",""7lQXYl_L28w:semantic_cosine_wp240_v1:16"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:58"",""RvRKT-jXvko:semantic_cosine_wp240_v1:23"",""RvRKT-jXvko:semantic_cosine_wp240_v1:32"",""7lQXYl_L28w:semantic_cosine_wp240_v1:31"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:62"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:2"",""RvRKT-jXvko:semantic_cosine_wp240_v1:27"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:67""]","[0.03201844,0.0305789,0.03030999,0.02982766,0.02837302,0.02743281,0.02649123,0.02639752,0.02633403,0.02604167]","[true,false,false,false,false,false,false,false,false,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-027,3,0.333333333,3,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:1"",""0jljZRnHwOI:semantic_cosine_wp240_v1:6""]","[0.60086536,0.59455287,0.59405643,0.58605385,0.57069397,0.56537944,0.56162727,0.55694157,0.54587007,0.53932208]","[false,false,true,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-027,20,0.05,20,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:51"",""SE4P7IVCunE:semantic_cosine_wp240_v1:8"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""SE4P7IVCunE:semantic_cosine_wp240_v1:2"",""0jljZRnHwOI:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:75""]","[13.60837441,12.84121949,12.54846651,11.65746125,11.18594041,10.49167065,10.35676925,10.32768024,9.708213,9.65061167]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-027,8,0.125,8,"[""SE4P7IVCunE:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:17"",""SE4P7IVCunE:semantic_cosine_wp240_v1:23"",""4WtaFLayz_w:semantic_cosine_wp240_v1:1"",""SE4P7IVCunE:semantic_cosine_wp240_v1:4"",""zYVWQpCitKQ:semantic_cosine_wp240_v1:1"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:71"",""SE4P7IVCunE:semantic_cosine_wp240_v1:21"",""RvRKT-jXvko:semantic_cosine_wp240_v1:15"",""SE4P7IVCunE:semantic_cosine_wp240_v1:26""]","[0.03201844,0.03131882,0.03128055,0.03055037,0.0292735,0.02911605,0.02886003,0.02837302,0.02667141,0.02546334]","[false,false,false,false,false,false,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-029,2,0.5,2,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:37"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:26""]","[0.65063053,0.63251448,0.57477963,0.57101452,0.55582875,0.55366886,0.55215544,0.55086684,0.5273068,0.51558667]","[false,true,true,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-029,3,0.333333333,3,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""4gPwo38MNss:semantic_cosine_wp240_v1:0"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""9H6muyZjms0:semantic_cosine_wp240_v1:39"",""9H6muyZjms0:semantic_cosine_wp240_v1:51""]","[14.31329505,11.6470458,11.04885744,10.29025264,9.46640236,9.38552471,9.38364931,9.36937649,9.36432452,8.97304467]","[false,false,true,false,false,true,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-029,2,0.5,2,"[""MjbuarJ7SE0:semantic_cosine_wp240_v1:16"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:20"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:27"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:21"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:29"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:22"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:36"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:23"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:19"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:37""]","[0.03201844,0.03200205,0.03109932,0.03102453,0.03062179,0.03030999,0.0282194,0.02697357,0.0267094,0.02651515]","[false,true,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-030,1,1.0,2,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:21"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""FlGjISF3l78:semantic_cosine_wp240_v1:5"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:7"",""FlGjISF3l78:semantic_cosine_wp240_v1:3"",""FlGjISF3l78:semantic_cosine_wp240_v1:39"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:34"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25""]","[0.64769745,0.59968829,0.58524549,0.54760122,0.53446507,0.52129906,0.51155138,0.48152354,0.47763109,0.47455269]","[true,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-030,17,0.058823529,17,"[""FlGjISF3l78:semantic_cosine_wp240_v1:61"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:33"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:38"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:32"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:37"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:40""]","[15.40217291,14.81813808,14.44438512,14.33264829,14.14537989,14.12812637,13.38396468,13.24009949,13.12017176,13.08059009]","[false,false,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-030,4,0.25,4,"[""-DP1i2ZU9gk:semantic_cosine_wp240_v1:28"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:25"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:24"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:22"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:21"",""FlGjISF3l78:semantic_cosine_wp240_v1:39"",""FlGjISF3l78:semantic_cosine_wp240_v1:61"",""FlGjISF3l78:semantic_cosine_wp240_v1:5"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""FlGjISF3l78:semantic_cosine_wp240_v1:24""]","[0.03062179,0.02967033,0.02963126,0.02911605,0.02750455,0.02734664,0.02670272,0.02651131,0.02637769,0.02527822]","[false,false,false,true,true,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-031,3,0.333333333,5,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:27"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1""]","[0.64767075,0.63116598,0.5633269,0.54920876,0.53193498,0.5067091,0.49601167,0.48582494,0.48568997,0.47223973]","[false,false,true,false,true,false,true,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-031,10,0.1,49,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""7lQXYl_L28w:semantic_cosine_wp240_v1:54"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:34"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:35"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:35"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43""]","[13.40631457,12.91025428,10.99922377,9.42199689,9.10168307,9.06000998,8.98310601,8.96498141,8.92320426,8.80354689]","[false,false,false,false,false,false,false,false,false,true]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-031,5,0.2,9,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""RvRKT-jXvko:semantic_cosine_wp240_v1:33"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:43"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:31""]","[0.03252247,0.03226646,0.03033088,0.03021354,0.02921109,0.02921109,0.02786378,0.02715098,0.02504733,0.02432234]","[false,false,false,false,true,false,false,false,true,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-032,3,0.333333333,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:33"",""9H6muyZjms0:semantic_cosine_wp240_v1:34"",""9H6muyZjms0:semantic_cosine_wp240_v1:51"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:27""]","[0.4688254,0.43308502,0.4193334,0.40925062,0.39561224,0.37368897,0.32516098,0.32045454,0.29322216,0.25470126]","[false,false,true,true,false,false,true,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-032,3,0.333333333,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""0Whyfs88TYE:semantic_cosine_wp240_v1:3"",""FlGjISF3l78:semantic_cosine_wp240_v1:38"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""FlGjISF3l78:semantic_cosine_wp240_v1:16"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:48""]","[21.78852917,17.04487296,12.57842951,11.46646585,9.90100094,8.80388308,8.39613381,7.93890384,7.77836864,7.73316155]","[false,false,true,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-032,3,0.333333333,4,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:37"",""9H6muyZjms0:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:41"",""9H6muyZjms0:semantic_cosine_wp240_v1:32"",""9H6muyZjms0:semantic_cosine_wp240_v1:49"",""9H6muyZjms0:semantic_cosine_wp240_v1:43"",""9H6muyZjms0:semantic_cosine_wp240_v1:52"",""SE4P7IVCunE:semantic_cosine_wp240_v1:16"",""FlGjISF3l78:semantic_cosine_wp240_v1:61""]","[0.03252247,0.03252247,0.03149802,0.03149802,0.02820513,0.02736411,0.02538462,0.02433693,0.02340737,0.02275924]","[false,false,true,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-033,2,0.5,2,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:11""]","[0.69880611,0.64186931,0.63102221,0.61642092,0.60700858,0.60421628,0.58462334,0.56275326,0.55805469,0.54890114]","[false,true,false,false,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-033,7,0.142857143,7,"[""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:9"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7""]","[19.85014054,17.44135986,16.92853986,15.55131739,15.16211314,15.03464148,13.33611205,13.14657198,13.12313114,12.50485188]","[false,false,false,false,false,false,true,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-033,4,0.25,4,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:0"",""9H6muyZjms0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:13"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:54"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:12"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:11"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7"",""nykOeWgQcHM:semantic_cosine_wp240_v1:6"",""MjbuarJ7SE0:semantic_cosine_wp240_v1:11""]","[0.03226646,0.03154496,0.03151365,0.03105441,0.03102453,0.03100962,0.03011775,0.02921109,0.02803922,0.02727273]","[false,false,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-034,2,0.5,5,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:22"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""4WtaFLayz_w:semantic_cosine_wp240_v1:6"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:28""]","[0.54773521,0.51795828,0.50825918,0.477332,0.47128499,0.46506423,0.45371506,0.44291827,0.43791029,0.43433988]","[false,true,false,false,true,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-034,2,0.5,5,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:28"",""9H6muyZjms0:semantic_cosine_wp240_v1:13"",""9H6muyZjms0:semantic_cosine_wp240_v1:8"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""nykOeWgQcHM:semantic_cosine_wp240_v1:36""]","[22.59345834,17.31665366,17.22016463,13.1126758,12.83789242,12.05726473,11.72367602,11.41592718,11.06639061,10.89060722]","[false,true,false,false,true,false,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-034,2,0.5,3,"[""9H6muyZjms0:semantic_cosine_wp240_v1:31"",""9H6muyZjms0:semantic_cosine_wp240_v1:25"",""9H6muyZjms0:semantic_cosine_wp240_v1:7"",""9H6muyZjms0:semantic_cosine_wp240_v1:11"",""9H6muyZjms0:semantic_cosine_wp240_v1:9"",""9H6muyZjms0:semantic_cosine_wp240_v1:28"",""nykOeWgQcHM:semantic_cosine_wp240_v1:35"",""9H6muyZjms0:semantic_cosine_wp240_v1:20"",""9H6muyZjms0:semantic_cosine_wp240_v1:8"",""9H6muyZjms0:semantic_cosine_wp240_v1:35""]","[0.03278689,0.03151365,0.03151365,0.03077652,0.03036577,0.02943723,0.02919864,0.02903091,0.02879039,0.02632035]","[false,true,true,false,false,false,false,false,true,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-035,2,0.5,4,"[""RvRKT-jXvko:semantic_cosine_wp240_v1:47"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:37"",""RvRKT-jXvko:semantic_cosine_wp240_v1:49"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:55"",""SrkqbLOQcEo:semantic_cosine_wp240_v1:3"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51""]","[0.46366006,0.46217555,0.45488301,0.39418972,0.38049626,0.37656111,0.31330884,0.3004854,0.29912794,0.29899538]","[false,true,false,true,false,false,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-035,1,1.0,7,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:54"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:50"",""nykOeWgQcHM:semantic_cosine_wp240_v1:10"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""7lQXYl_L28w:semantic_cosine_wp240_v1:52""]","[17.51180038,15.69456875,13.74860424,13.08387435,11.347229,10.32186346,8.84775741,8.79153572,8.68171483,8.51460211]","[true,false,false,false,false,false,true,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,hybrid_rrf_k60_d100_v1,mit60001-q-035,1,1.0,8,"[""WPSeyjX1-4s:semantic_cosine_wp240_v1:1"",""RvRKT-jXvko:semantic_cosine_wp240_v1:44"",""RvRKT-jXvko:semantic_cosine_wp240_v1:52"",""RvRKT-jXvko:semantic_cosine_wp240_v1:51"",""RvRKT-jXvko:semantic_cosine_wp240_v1:25"",""WPSeyjX1-4s:semantic_cosine_wp240_v1:57"",""RvRKT-jXvko:semantic_cosine_wp240_v1:54"",""RvRKT-jXvko:semantic_cosine_wp240_v1:50"",""-DP1i2ZU9gk:semantic_cosine_wp240_v1:7"",""RvRKT-jXvko:semantic_cosine_wp240_v1:47""]","[0.03252247,0.03128055,0.03053613,0.02991071,0.02788462,0.02704678,0.0266257,0.02628901,0.02612066,0.02573924]","[true,false,false,false,false,false,false,true,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,dense_baseline_v1,mit60001-q-037,1,1.0,6,"[""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:2"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:29"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:4"",""o9nW0uBqvEo:semantic_cosine_wp240_v1:70"",""SE4P7IVCunE:semantic_cosine_wp240_v1:53"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:19""]","[0.64719677,0.56745994,0.5392983,0.50525534,0.49203742,0.48872811,0.48003167,0.46854722,0.46326423,0.45160824]","[true,false,false,false,false,true,false,false,false,false]"
mit60001_hybrid_be1b8bf6a64e3b8e,bm25_v1,mit60001-q-037,2,0.5,17,"[""6LOwPhPDwVc:semantic_cosine_wp240_v1:14"",""7lQXYl_L28w:semantic_cosine_wp240_v1:13"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:17"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:16"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:3"",""SE4P7IVCunE:semantic_cosine_wp240_v1:52"",""7lQXYl_L28w:semantic_cosine_wp240_v1:15"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:18"",""6LOwPhPDwVc:semantic_cosine_wp240_v1:1"",""nykOeWgQcHM:semantic_cosine_wp240_v1:7""]","[18.49300002,15.10003524,13.13124877,13.12272696,12.19227657,11.30877915,11.18569027,11.17199614,10.37662614,10.36015606]","[false,true,false,false,false,false,false,false,false,false]"
