review_key,question_id,decision_evaluation_scope,question,expected_answer_points,selected_by_variants,control_e1_selected,candidate_e2_selected,supporting_chunk_id,supporting_rank,supporting_chunk_text,citation_url,e1_reason,e2_reason,verdict_source,human_entailment_verdict,human_notes,human_review_status,source_workbook_sha256,source_review_export_sha256
mit60001-q-026|-DP1i2ZU9gk:semantic_cosine_wp240_v1:8,mit60001-q-026,evaluated_37,What happens when a list element is accessed using an index?,"- Python can locate the address of the indexed list slot and follow the stored pointer to the object in memory.
- Because the address of the i-th slot is known, any list element can be accessed by index in constant time.","candidate_v2_e2
current_control_e1",True,True,-DP1i2ZU9gk:semantic_cosine_wp240_v1:8,1,"One is going to be the
value at specific index.
OK?
So at index 0, it has
the value 1, right,
because it's the first
element in the list.
And the second thing
that represents a list
is going to be this second
part, which is a pointer.
And internally this
pointer is going
to tell Python
where is the memory
location in the computer where
you can access the element
index 1.
So it's just essentially
going to be a chain,
going from one
index to the other.
And at the next memory location
you have the value at index 1,
and then you have
another pointer
that takes you to the
location in memory
where the index 2 is located.
And in index 2 you
have the value and then
the next pointer,
and so on and so on.
So this is how Python
internally represents a list.
OK?",https://www.youtube.com/watch?v=-DP1i2ZU9gk&t=329s,"The candidate excerpt at rank 1 directly supports the answer that when a list element is accessed using an index, it returns the value at that specific index.",The whole question is covered,baseline_m3_canonical,does_not_support,"Discusses values and pointers in an internal list representation, but does not entail direct indexed-slot addressing or constant-time indexed access; the chain description is insufficient for the expected answer.",canonical_reuse,,
mit60001-q-026|7lQXYl_L28w:semantic_cosine_wp240_v1:16,mit60001-q-026,evaluated_37,What happens when a list element is accessed using an index?,"- Python can locate the address of the indexed list slot and follow the stored pointer to the object in memory.
- Because the address of the i-th slot is known, any list element can be accessed by index in constant time.",candidate_v2_e2,False,True,7lQXYl_L28w:semantic_cosine_wp240_v1:16,3,"I'm going to assume it's sorted.
And I'm going to pick an index
that divides the list in half,
just pick the
midpoint in the list.
And I'm going to
check that value.
I'm going to ask, is the element
in the list at that point
the thing I'm looking for?
If it is, great, I'm done.
If I'm not that lucky,
I'm then going to ask,
is it larger or smaller than
the thing I'm looking for?
And based on that,
I'm either going
to search the front half or
the back half of the list.
Ooh, that's nice, OK?",https://www.youtube.com/watch?v=7lQXYl_L28w&t=571s,,The whole question is covered,prompt_v2_m3_human_review,does_not_support,"Uses an index as part of binary search, but does not explain indexed-slot addressing, pointers, or constant-time list access.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-026|RvRKT-jXvko:semantic_cosine_wp240_v1:23,mit60001-q-026,evaluated_37,What happens when a list element is accessed using an index?,"- Python can locate the address of the indexed list slot and follow the stored pointer to the object in memory.
- Because the address of the i-th slot is known, any list element can be accessed by index in constant time.",candidate_v2_e2,False,True,RvRKT-jXvko:semantic_cosine_wp240_v1:23,2,"It's just going to look at the
outer-- the shell of elements.
Indexing and slicing
works the same way.
So l at position 0
gives you the value 2.
You can index into a list,
and then do something
with the value
that you get back.
So l at position 2 says--
that's this value there
and add one to it.
L at position 3, that's
going to be this list here.
Notice it evaluates
to another list.
You're not allowed
to index outside
of the length of the list.
So that's going to give you
an error, because we only
have four elements.
And you can also have
expressions for your index.",https://www.youtube.com/watch?v=RvRKT-jXvko&t=965s,,The whole question is covered,prompt_v2_m3_human_review,does_not_support,"Explains that indexing returns a list element, but not the expected memory-address/pointer mechanism or constant-time indexed access.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-027|SE4P7IVCunE:semantic_cosine_wp240_v1:21,mit60001-q-027,evaluated_37,How does a for loop process the characters in a string?,"- A for loop over a string iterates directly over every character rather than over numeric indices.
- On each iteration, the loop variable holds one character from the string.","candidate_v2_e2
current_control_e1",True,True,SE4P7IVCunE:semantic_cosine_wp240_v1:21,3,"And it just looks pretty, right?
You can tell what this
code's supposed to do.
Whereas this one is a little
bit harder to decipher.
So that's sort of an
illustration of a for loop
over a sequence of characters.
So char is going to be
a loop variable, still.
And the loop variable,
instead of iterating over
a set of numbers, it's going
to iterate over every character
in s, directly.
And char is going
to be a character.
It's going to be a letter.
So here's a more
complicated example.
I wrote this code a
couple of years ago.
And it was my attempt at
creating robot cheerleaders ,
because I needed
some motivation.
And then I googled, last
night, ""robot cheerleaders,""
and was not disappointed.
Created this GIF.
It looks pretty cool.
And it looks like they
kind of stole my idea.",https://www.youtube.com/watch?v=SE4P7IVCunE&t=948s,"The candidate excerpt directly supports the answer that a for loop processes the characters in a string by iterating over every character in the string, as shown in the example where the loop variable 'char' iterates over every character in 's'.",The evidence supports the mechanism of how a for loop processes characters in a string.,baseline_m3_canonical,supports,Directly explains that a for loop iterates over each character in a string and the loop variable holds a character.,canonical_reuse,,
mit60001-q-027|zYVWQpCitKQ:semantic_cosine_wp240_v1:1,mit60001-q-027,evaluated_37,How does a for loop process the characters in a string?,"- A for loop over a string iterates directly over every character rather than over numeric indices.
- On each iteration, the loop variable holds one character from the string.",candidate_v2_e2,False,True,zYVWQpCitKQ:semantic_cosine_wp240_v1:1,2,"which contains the
string ""life"", the string
""answer"", the number
42, and the number 0.
Here, I'm writing a loop that
iterates over every element
directly in L, right?
So originally, thing is going
to be string ""life"", then, thing
is going to be the
string ""answer"", then,
thing is going to
be the number 42.
And so what am I doing inside
the loop as I'm iterating?
Well, if thing is equal to
0, then I'm going to do this.
And otherwise, I'm
going to do this.
So for the first
two iterations when
thing is equal to
""life"" or ""answer"",
I'm not doing anything.",https://www.youtube.com/watch?v=zYVWQpCitKQ&t=54s,,The evidence supports the mechanism of how a for loop processes characters in a string.,prompt_v2_m3_human_review,does_not_support,"The loop iterates over elements of a list, not over characters of a string; it does not establish that the loop variable holds one character per iteration.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-029|MjbuarJ7SE0:semantic_cosine_wp240_v1:20,mit60001-q-029,evaluated_37,How does a function return a value to its caller?,"- A return statement specifies an expression whose evaluated value is sent back by the function.
- The code that called the function receives that returned value.",candidate_v2_e2,False,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:20,2,"You remember,
think of a function
as sort of a small procedure
or a little mini-program
that does something.
So you can do anything
inside the function
that you can do in the regular
program-- print things,
do mathematical
operations, and so on.
The last line is the most
important part of the function
though.
And it's this return statement--
that's what we call it.
So it's a line of code
that starts with return,
which is a keyword.
And then it's going
to be some value.
Notice this is an
expression here--
i%2 == 0 is an expression
that's going to evaluate to some
value.
And as long as this
part is something
that evaluates some value,
it can be anything you want.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=867s,,The evidence supports the mechanism by which a function returns a value to its caller.,prompt_v2_m3_human_review,supports,Directly explains that return is followed by an expression/value that is evaluated as the function's return value.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-029|MjbuarJ7SE0:semantic_cosine_wp240_v1:21,mit60001-q-029,evaluated_37,How does a function return a value to its caller?,"- A return statement specifies an expression whose evaluated value is sent back by the function.
- The code that called the function receives that returned value.",candidate_v2_e2,False,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:21,3,"And this line here return
something tells Python, OK
after you have finished
executing everything
inside the function, what
value should I return?
And whoever called
the function is
going to get back that
value, and the function
call itself will be
replaced by that value.
OK so let's look at an example.
I'm going to introduce
the idea of scope now.
And scope just means-- is
another word for environment.
So if I told you that you
could think of functions
as little mini-programs,
the scope of a function
is going to be a completely
separate environment
than the environment
of the main program.
So as soon as you
make a function call,
behind the scenes
what Python says is,
OK I'm in the main program
but I see a function call.
I'm going to step out
of this main program.
I'm going to go off into
this new environment.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=913s,,The evidence supports the mechanism by which a function returns a value to its caller.,prompt_v2_m3_human_review,supports,Directly states that the returned value is sent back to the caller and replaces the function call.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-029|MjbuarJ7SE0:semantic_cosine_wp240_v1:27,mit60001-q-029,evaluated_37,How does a function return a value to its caller?,"- A return statement specifies an expression whose evaluated value is sent back by the function.
- The code that called the function receives that returned value.","candidate_v2_e2
current_control_e1",True,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:27,1,"So we're still inside
the function call f,
so x gets the value 4.
We're printing this and
then we're returning x.
So in the scope of
f, x is equal to 4,
so we're returning
that value back
to whoever called it,
which was this function
call within the global scope.
So this part right here-- f
of x, which was the function
call-- gets replaced with 4.
So inside the main
program, z is equal to 4.
And that's how we pass
parameters into the function,
and we got a parameter
back from the function.
As soon as the function
returns something,
the scope that you were in
for the function gets erased.
You forget about every variable
that was created in there,
delete that scope, and
you're back to wherever
you started calling it.
One warning though.
So what happens if there's
no return statement?",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=1203s,"The candidate excerpt at rank 1 directly supports the answer. It explains how a function returns a value to its caller by stating 'so we're returning x' and 'so in the scope of f, x is equal to 4, so we're returning that value back to whoever called it'.",The evidence supports the mechanism by which a function returns a value to its caller.,baseline_m3_canonical,supports,Directly shows a return value being sent back to the caller and replacing the function call in the caller scope.,canonical_reuse,,
mit60001-q-030|-DP1i2ZU9gk:semantic_cosine_wp240_v1:21,mit60001-q-030,evaluated_37,What role does self play when a method is called on an object?,"- self represents the particular instance on which a method operates.
- Instance attributes are referenced with self.attribute, and self is the first parameter of an instance method.","candidate_v2_e2
current_control_e1",True,True,-DP1i2ZU9gk:semantic_cosine_wp240_v1:21,1,"And we give it some
parameters, right,
just like any other function.
These last two
parameters are x and y,
which are going to represent how
you create a coordinate object.
So you give it a value
for the x-coordinate
and you give it a value
for the y-coordinate.
The self, however, is
a little bit trickier.
So the self is going
to be a parameter when
you define this
class that represents
a particular instance
of the class.
So we're defining
this coordinate object
in sort of a general way, right?",https://www.youtube.com/watch?v=-DP1i2ZU9gk&t=917s,"The candidate excerpt directly supports the answer that 'self' plays the role of a placeholder for any sort of instance when creating an object, and is used to refer to attributes and methods of an instance.",The whole question is covered.,baseline_m3_canonical,supports,Directly says self represents a particular instance of the class.,canonical_reuse,,
mit60001-q-030|-DP1i2ZU9gk:semantic_cosine_wp240_v1:22,mit60001-q-030,evaluated_37,What role does self play when a method is called on an object?,"- self represents the particular instance on which a method operates.
- Instance attributes are referenced with self.attribute, and self is the first parameter of an instance method.","candidate_v2_e2
current_control_e1",True,True,-DP1i2ZU9gk:semantic_cosine_wp240_v1:22,2,"We don't have a
specific instance
yet because we haven't
created an object yet.
But this self is
going to be sort
of a placeholder for
any sort of instance
when you create the object.
So in the definition
of the class,
whenever you want to
refer to attributes
that belong to an instance,
you have to use self dot.
So this dot notation.
And the dot is going to say
look for a data attribute
x that belongs to this class.
So for methods that
belong to the class,
the first parameter is
always going to be self.
It can be named
anything you want,
but really by convention
it's always named self.
So try to stick to that.
And then any other
parameters beyond it
are going to be just
parameters as you
would put in a normal function.
OK.
In this particular
case, we're going",https://www.youtube.com/watch?v=-DP1i2ZU9gk&t=954s,"The candidate excerpt directly supports the answer that 'self' plays the role of a placeholder for any sort of instance when creating an object, and is used to refer to attributes and methods of an instance.",The whole question is covered.,baseline_m3_canonical,supports,Directly explains self as the first method parameter and self.attribute notation for instance attributes.,canonical_reuse,,
mit60001-q-030|FlGjISF3l78:semantic_cosine_wp240_v1:5,mit60001-q-030,evaluated_37,What role does self play when a method is called on an object?,"- self represents the particular instance on which a method operates.
- Instance attributes are referenced with self.attribute, and self is the first parameter of an instance method.","candidate_v2_e2
current_control_e1",True,True,FlGjISF3l78:semantic_cosine_wp240_v1:5,3,"attributes of any instance.
So we use this
self variable, OK?
And the self variable
we used to refer
to any instance-- to the data
attributes of any instance
in a general way
without actually
having a particular
instance in mind, OK?
So whenever we access
data attributes,
we would say something like self
dot to access a data attribute.
You'd access the attribute
directly with self.x.
Or if you wanted
to access a method,
you would say self, dot,
and then the method name--
for example, distance.
And really, the bottom line
of the class definition
is that your class defines
all of the data-- so data
attributes-- and
all of the methods",https://www.youtube.com/watch?v=FlGjISF3l78&t=239s,"The candidate excerpt directly supports the answer that 'self' plays the role of a placeholder for any sort of instance when creating an object, and is used to refer to attributes and methods of an instance.",The whole question is covered.,baseline_m3_canonical,supports,Directly explains using self to refer generically to instance data attributes and methods.,canonical_reuse,,
mit60001-q-031|RvRKT-jXvko:semantic_cosine_wp240_v1:37,mit60001-q-031,evaluated_37,What happens when a list is mutated through one of several aliases?,"- All aliases point to the same mutable list object in memory.
- Mutating the list through one alias changes that shared object, so the changed value is visible through every alias.",candidate_v2_e2,False,True,RvRKT-jXvko:semantic_cosine_wp240_v1:37,2,"and expect it to be
the mutated list.
The list got mutated.
The list that got
mutated is the list
that was passed into to here.
We're going look at one
example in a few slides that's
going to show this.
OK.
Another thing that we can do,
and this is often useful when
you're working with
data, is to convert lists
to strings and then
strings to lists.
Sometimes it might be useful
to work with strings as opposed
to a list and vice versa.
So this first line here,
list s takes in a string
and casts it to a list.
So much like when we cast
a float to an integer,
for example.
You're just casting a
string to a list here.
And when you do
that up this line--
so if this is your s
here-- when you do list s,",https://www.youtube.com/watch?v=RvRKT-jXvko&t=1583s,,The evidence supports the requested behavior of lists being mutated through aliases.,prompt_v2_m3_human_review,does_not_support,"Describes mutation of a list passed into a function, but does not mention multiple aliases pointing to the same object or visibility through all aliases.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-031|RvRKT-jXvko:semantic_cosine_wp240_v1:47,mit60001-q-031,evaluated_37,What happens when a list is mutated through one of several aliases?,"- All aliases point to the same mutable list object in memory.
- Mutating the list through one alias changes that shared object, so the changed value is visible through every alias.",current_control_e1,True,False,RvRKT-jXvko:semantic_cosine_wp240_v1:47,1,"all of his nicknames
are going to refer
to this exact same person.
So all of his
nicknames or aliases
will refer to the
same person object
with these changed attributes.
Does that makes sense?
OK.
So that sort of idea
arises in lists.
So a list is like
a person object
whose value-- whose attributes
can change, for example.
And as they change, all
of the different aliases
for this object will point
to this changed object.
So let's see a few examples.
I apologize if this
is a little small,",https://www.youtube.com/watch?v=RvRKT-jXvko&t=1995s,"The candidate excerpt directly supports the answer that when a list is mutated through one of several aliases, all the aliases will refer to the same person object with the changed attributes.",,baseline_m3_canonical,supports,Directly explains aliases referring to the same mutable object and all aliases seeing the changed object.,canonical_reuse,,
mit60001-q-031|RvRKT-jXvko:semantic_cosine_wp240_v1:49,mit60001-q-031,evaluated_37,What happens when a list is mutated through one of several aliases?,"- All aliases point to the same mutable list object in memory.
- Mutating the list through one alias changes that shared object, so the changed value is visible through every alias.",candidate_v2_e2,False,True,RvRKT-jXvko:semantic_cosine_wp240_v1:49,3,"So I have warm is a variable.
And it's going to be
equal to this list.
So warm is going to
point to this list here.
Red, yellow, orange.
It contains three elements.
Hot is equal to warm.
It means I'm creating
an alias for this list.
And the alias is going to
be with this variable hot.
So notice warm and hot point
to the exact same object.
So on line 8 when I append
this string pink to my object,
since both of
these two variables
point to the exact
same object, if I'm
trying to access this object
through either variable,
they're both going to
print out the same thing.",https://www.youtube.com/watch?v=RvRKT-jXvko&t=2061s,,The evidence supports the requested behavior of lists being mutated through aliases.,prompt_v2_m3_human_review,supports,Directly shows two aliases pointing to the same list object and a mutation through one alias being visible through either variable.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-033|MjbuarJ7SE0:semantic_cosine_wp240_v1:13,mit60001-q-033,evaluated_37,How does the course connect decomposition and abstraction when building programs with functions?,"- Decomposition creates structure by splitting a program into functional units.
- Abstraction suppresses implementation details behind a function specification or docstring.
- Once a task is implemented as a function, it can be reused without rewriting the code or knowing its internal details.","candidate_v2_e2
current_control_e1",True,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:13,2,"OK so decomposition is creating
structure in your code.
And abstraction is the idea
of suppressing details.
So in the projector example,
remember, abstraction
was you didn't need to know
exactly how the projector
worked in order to use it.
And it's going to be the
same idea in programming.
So once you write a piece of
code that does a little task,
you don't need to rewrite
that piece of code many times.
You've written it
once, and you write
this thing called a function
specification for it,
or a docstring.
And this is a piece of
text that tells anyone
else who would want to use it
in the future-- other people,
maybe yourself-- it tells
them how to use this function.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=548s,"The candidate excerpt at rank 2 directly supports the answer by explaining that abstraction is the idea of suppressing details, and in programming, it means you don't need to know exactly how a function works in order to use it.",The evidence supports both sides of the question and provides direct support for the requested contrast.,baseline_m3_canonical,supports,"Directly defines decomposition as code structure and abstraction as suppressing details, with functions/docstrings enabling reuse.",canonical_reuse,,
mit60001-q-033|MjbuarJ7SE0:semantic_cosine_wp240_v1:54,mit60001-q-033,evaluated_37,How does the course connect decomposition and abstraction when building programs with functions?,"- Decomposition creates structure by splitting a program into functional units.
- Abstraction suppresses implementation details behind a function specification or docstring.
- Once a task is implemented as a function, it can be reused without rewriting the code or knowing its internal details.",candidate_v2_e2,False,True,MjbuarJ7SE0:semantic_cosine_wp240_v1:54,3,"So that's sort of
showing nested functions.
All right just circling back
to decomposition-abstraction.
This is the last slide.
You can see if you look
at the code associated
with today's lecture, there
are some other examples
where you can see
just how powerful it
is to use functions.
And you can write really
clean and simple code
if you define your own functions
and then just use them later.
And the beauty of defining
your own functions
that you can use
multiple times later
is you only have to debug
the function once right?
I know debugging is not
your favorite thing,
but you only have to
debug this one thing once,
and then you can know that
it's right and it works well,
and you can just use
it multiple times.
All right thanks everyone.",https://www.youtube.com/watch?v=MjbuarJ7SE0&t=2418s,,The evidence supports both sides of the question and provides direct support for the requested contrast.,prompt_v2_m3_human_review,supports,"Supports the reuse consequence of decomposition/abstraction: functions can be defined once, debugged once, and reused without rewriting the code. It does not define both concepts by itself.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-034|9H6muyZjms0:semantic_cosine_wp240_v1:25,mit60001-q-034,evaluated_37,How does the course connect testing and debugging when finding program errors?,"- Testing uses expected and actual results to identify what is wrong.
- Debugging then determines how or why the bad result occurred and pinpoints the responsible line, lines, or function.","candidate_v2_e2
current_control_e1",True,True,9H6muyZjms0:semantic_cosine_wp240_v1:25,2,"that that's giving
you the bad results.
So the general debugging steps
is to study the program code.
Don't ask what is wrong,
because that's actually
part of the testing.
So your test cases would have
figured out what's wrong.
The debugging process
is figuring out
how the result took place.
And since programming is--
programming and debugging
is, sort of, is a science, you
can use the scientific method
as well.
So look at all the data,
that's your test cases.
Figure out a hypothesis.
Maybe say, oh, maybe I'm
indexing from 1 instead of 0
in lists, for example.
Come up with an experiment
that you can repeat.
And then pick a
simple test case then
you can test your
hypothesis with.
So as you're debugging, you
will encounter error messages.
And these error
messages are actually",https://www.youtube.com/watch?v=9H6muyZjms0&t=1035s,"The candidate excerpt directly supports the answer by explaining how the course connects testing and debugging when finding program errors, stating that the debugging process is figuring out how the result took place and using the scientific method to study test cases and come up with hypotheses.",The evidence supports the connection between testing and debugging when finding program errors.,baseline_m3_canonical,supports,Directly separates testing (what is wrong) from debugging (how the result occurred) and describes hypothesis-driven debugging.,canonical_reuse,,
mit60001-q-034|9H6muyZjms0:semantic_cosine_wp240_v1:31,mit60001-q-034,evaluated_37,How does the course connect testing and debugging when finding program errors?,"- Testing uses expected and actual results to identify what is wrong.
- Debugging then determines how or why the bad result occurred and pinpoints the responsible line, lines, or function.",candidate_v2_e2,False,True,9H6muyZjms0:semantic_cosine_wp240_v1:31,1,"to testing and debugging.
The rest of the class will
be on the error messages,
or on errors that you
will get in your programs.
So when your functions--
when you run functions,
or when you run your
program, at some point,
the program execution
is going to stop.
Maybe it encountered
an error because
of some unexpected condition.
And when that happens
you get an exception.
So the error is
called an exception.
And it's called an exception
because it was an exception
to what was expected.
To what the program expected.
So all of these errors
that I've talked
about in the previous
slides are actually
examples of exceptions.
And there are actually
many other types
of exceptions, which you'll
see as you go on in this course",https://www.youtube.com/watch?v=9H6muyZjms0&t=1286s,,The evidence supports the connection between testing and debugging when finding program errors.,prompt_v2_m3_human_review,does_not_support,"Discusses exceptions and unexpected conditions, not the distinction that testing finds what is wrong while debugging finds how/why and locates the responsible code.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-035|RvRKT-jXvko:semantic_cosine_wp240_v1:47,mit60001-q-035,evaluated_37,How does the course connect list aliasing with mutation side effects?,"- Aliasing means two names can point to the same list object.
- Because the list is mutable, a change made through one alias changes the shared object and appears through the other alias.
- This shared visible change is a mutation side effect.",candidate_v2_e2,False,True,RvRKT-jXvko:semantic_cosine_wp240_v1:47,1,"all of his nicknames
are going to refer
to this exact same person.
So all of his
nicknames or aliases
will refer to the
same person object
with these changed attributes.
Does that makes sense?
OK.
So that sort of idea
arises in lists.
So a list is like
a person object
whose value-- whose attributes
can change, for example.
And as they change, all
of the different aliases
for this object will point
to this changed object.
So let's see a few examples.
I apologize if this
is a little small,",https://www.youtube.com/watch?v=RvRKT-jXvko&t=1995s,,The evidence supports both sides of the question and provides direct support for the requested mechanism.,prompt_v2_m3_human_review,supports,Directly explains aliases referring to the same mutable list object and all aliases seeing the changed object after mutation.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-035|WPSeyjX1-4s:semantic_cosine_wp240_v1:1,mit60001-q-035,evaluated_37,How does the course connect list aliasing with mutation side effects?,"- Aliasing means two names can point to the same list object.
- Because the list is mutable, a change made through one alias changes the shared object and appears through the other alias.
- This shared visible change is a mutation side effect.","candidate_v2_e2
current_control_e1",True,True,WPSeyjX1-4s:semantic_cosine_wp240_v1:1,2,"OK last time Ana introduced
the first of the compound data
types, tuples and lists.
She showed lots of ways
of manipulating them,
lots of built in things for
manipulating those structures.
And the key difference
between the two of them
was that tuples were immutable,
meaning you could not
change them, lists
were mutable, they
could be changed, or mutated.
And that led to both some nice
power and some opportunities
for challenges.
And, in particular, she showed
you things like aliasing,
where you could have two names
pointing to the same list
structure, and
because of that, you
could change the
contents of one,
it would change the appearance
of the contents of the other,
and that leads to
some nice challenges.
So the side effects
of mutability
are one of the things you're
going to see, both as a plus
and minus, as we go
through the course.",https://www.youtube.com/watch?v=WPSeyjX1-4s&t=53s,"The candidate excerpt at rank 2 directly supports the answer by explaining how lists are mutable and can lead to aliasing, where two names point to the same list structure, and changing the contents of one list affects the appearance of the other.",The evidence supports both sides of the question and provides direct support for the requested mechanism.,baseline_m3_canonical,supports,"Directly explains list mutability, aliasing, shared changes, and the resulting side effects.",canonical_reuse,,
mit60001-q-038|6LOwPhPDwVc:semantic_cosine_wp240_v1:14,mit60001-q-038,evaluated_37,How does the requirement for sorted input distinguish binary search from linear search?,"- Bisection search requires the list to be sorted, and the ordering lets it cut down the size of the remaining search problem.
- Linear search does not require sorted input and may scan through the list until it finds the target or reaches the end.","candidate_v2_e2
current_control_e1",True,True,6LOwPhPDwVc:semantic_cosine_wp240_v1:14,1,"Could just use linear search.
It's going to be linear.
When you use binary search
or bisection search,
we can do it in log time.
That's great.
We assumed the list was
sorted, but all right.
So that lens basically says, OK.
So when does it make
sense to sort the list
and then do the search?
Right?
Because if I can sort
the list cheaply,
then the search is
going to be logarithmic.
That's really what I would like.",https://www.youtube.com/watch?v=6LOwPhPDwVc&t=477s,"The candidate excerpt directly supports the answer by stating that the requirement for sorted input distinguishes binary search from linear search, as binary search can be done in log time, whereas linear search has a linear time complexity.",The evidence supports both sides of the question and the requested contrast between binary search and linear search.,baseline_m3_canonical,supports,States that binary/bisection search assumes sorted input and contrasts its logarithmic search with linear search; this is valid semantic support despite no GT time overlap.,canonical_reuse,,
mit60001-q-038|7lQXYl_L28w:semantic_cosine_wp240_v1:13,mit60001-q-038,evaluated_37,How does the requirement for sorted input distinguish binary search from linear search?,"- Bisection search requires the list to be sorted, and the ordering lets it cut down the size of the remaining search problem.
- Linear search does not require sorted input and may scan through the list until it finds the target or reaches the end.",candidate_v2_e2,False,True,7lQXYl_L28w:semantic_cosine_wp240_v1:13,3,"You saw an example much
earlier in the term when Ana
showed you bisection search.
It was searching for a number
with a particular property.
I want to show you
another example,
both to let you recognize
the form of the algorithm,
but especially, to show you how
we can reason about the growth.
And that's another trick
called binary search
or, again, it's a version
of bisection search.
Suppose I give you a list,
a list of numbers, integers.
And I want to know if
a particular element is
in that list.
We saw, last time, you could
just walk down the list, just
iterate through the entire list
looking to see if it's there.",https://www.youtube.com/watch?v=7lQXYl_L28w&t=478s,,The evidence supports both sides of the question and the requested contrast between binary search and linear search.,prompt_v2_m3_human_review,does_not_support,"Contrasts binary/bisection search with sequential scanning, but does not state the central sorted-input requirement or how ordering enables reducing the search space.",reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
mit60001-q-038|o9nW0uBqvEo:semantic_cosine_wp240_v1:70,mit60001-q-038,evaluated_37,How does the requirement for sorted input distinguish binary search from linear search?,"- Bisection search requires the list to be sorted, and the ordering lets it cut down the size of the remaining search problem.
- Linear search does not require sorted input and may scan through the list until it finds the target or reaches the end.",candidate_v2_e2,False,True,o9nW0uBqvEo:semantic_cosine_wp240_v1:70,2,"whether it's sorted or not.
I want you to hold
on to that idea,
because we're going to come
back to the sorted list
next week to see
that there actually
are much more efficient ways
to use the fact that a list is
sorted to do the search.
But both of these versions
same order growth, order n.
OK.
So lurching through a
list-- right, sorry--
searching through
a list in sequence
is linear because of that loop.
There are other things
that have a similar flavor.",https://www.youtube.com/watch?v=o9nW0uBqvEo&t=2689s,,The evidence supports both sides of the question and the requested contrast between binary search and linear search.,prompt_v2_m3_human_review,supports,States that sorted order can be exploited for a more efficient search and that sequential list search is linear; the opening context also indicates sequential search does not depend on sortedness.,reviewed,d5a6b023b93ae9a29f651de40a5418f11f856453026d7d7caa64fc69b4b00f1f,9b2778ecc76f48b43870fc0cb8b2d4c0e32e7d46e9168e42ae8dafb49820eca3
